pest,ptrue,x,y,type
0.006742456184338138,0.006999999999999999,0.7,0.1,Graph Laplacian
0.007243265063299175,0.008,0.7,0.2,Graph Laplacian
0.008321083289911801,0.00899999999999998,0.7,0.3,Graph Laplacian
0.01001221074710809,0.010000000000000023,0.7,0.4,Graph Laplacian
0.01092005421605143,0.010999999999999982,0.7,0.5,Graph Laplacian
0.01106469826228446,0.011999999999999983,0.7,0.6,Graph Laplacian
0.012387037072509537,0.012999999999999984,0.7,0.7,Graph Laplacian
0.01212120547642527,0.014000000000000068,0.7,0.8,Graph Laplacian
0.014765732503023963,0.014999999999999958,0.7,0.9,Graph Laplacian
0.015394064974729517,0.016000000000000014,0.7,1.0,Graph Laplacian
0.007481429068909377,0.008000000000000014,0.8,0.1,Graph Laplacian
0.007798486201536629,0.009000000000000001,0.8,0.2,Graph Laplacian
0.00856263296251317,0.010000000000000009,0.8,0.3,Graph Laplacian
0.01005922469458353,0.011000000000000038,0.8,0.4,Graph Laplacian
0.011008380295432857,0.011999999999999983,0.8,0.5,Graph Laplacian
0.011270543599236084,0.013000000000000012,0.8,0.6,Graph Laplacian
0.012458272884611004,0.014000000000000068,0.8,0.7,Graph Laplacian
0.012370311896275977,0.014999999999999958,0.8,0.8,Graph Laplacian
0.014648963602277644,0.016000000000000014,0.8,0.9,Graph Laplacian
0.015427265294419158,0.017000000000000015,0.8,1.0,Graph Laplacian
0.00819310841296162,0.009000000000000001,0.9,0.1,Graph Laplacian
0.008446155196688959,0.010000000000000002,0.9,0.2,Graph Laplacian
0.009240442987687619,0.010999999999999996,0.9,0.3,Graph Laplacian
0.010091961183834678,0.011999999999999983,0.9,0.4,Graph Laplacian
0.011165088931171638,0.013000000000000012,0.9,0.5,Graph Laplacian
0.011669550819476108,0.014000000000000012,0.9,0.6,Graph Laplacian
0.012722160964542333,0.014999999999999958,0.9,0.7,Graph Laplacian
0.013210320171128186,0.016000000000000014,0.9,0.8,Graph Laplacian
0.014655069511158008,0.017000000000000015,0.9,0.9,Graph Laplacian
0.015785225116449544,0.017999999999999905,0.9,1.0,Graph Laplacian
0.008970790400090911,0.009999999999999995,1.0,0.1,Graph Laplacian
0.008816677626455873,0.010999999999999996,1.0,0.2,Graph Laplacian
0.009841068460632115,0.01200000000000001,1.0,0.3,Graph Laplacian
0.010662408059032909,0.012999999999999984,1.0,0.4,Graph Laplacian
0.011425836755393048,0.014000000000000012,1.0,0.5,Graph Laplacian
0.012178890057902191,0.014999999999999958,1.0,0.6,Graph Laplacian
0.013304720204129537,0.016000000000000014,1.0,0.7,Graph Laplacian
0.013824077723386423,0.017000000000000015,1.0,0.8,Graph Laplacian
0.015042093144063467,0.017999999999999905,1.0,0.9,Graph Laplacian
0.016361793028128686,0.019000000000000128,1.0,1.0,Graph Laplacian
