w,iterate,binID
1.0920097670280407e-6,71,"[3,1]"
5.8955518929383975e-5,72,"[3,1]"
2.0662562147553143e-6,73,"[3,1]"
4.743450416130062e-5,74,"[3,1]"
7.28194250309819e-31,75,"[3,1]"
4.085787658110559e-8,76,"[3,1]"
0.00016090826836599108,77,"[3,1]"
1.2460591661384388e-6,78,"[3,1]"
0.00014859593390455561,79,"[3,1]"
6.2987251601253e-8,80,"[3,1]"
1.964051767409199e-6,81,"[3,1]"
3.647883491734656e-6,82,"[3,1]"
2.886251428789379e-6,83,"[3,1]"
0.000762812050624236,84,"[3,1]"
6.453424474522182e-6,85,"[3,1]"
2.0579559517566733e-9,86,"[3,1]"
5.4877505724780845e-18,87,"[3,1]"
0.006050305919320687,88,"[3,1]"
0.008380883945626165,89,"[3,1]"
0.007315649853156245,90,"[3,1]"
0.0016415326687054877,91,"[3,1]"
0.008815850099229831,92,"[3,1]"
0.0016826646266580242,93,"[3,1]"
0.0038043564084548455,94,"[3,1]"
0.007957899670472316,95,"[3,1]"
0.007593778952823787,96,"[3,1]"
0.015484758066474652,97,"[3,1]"
0.010254989458255486,98,"[3,1]"
0.021092433417964185,99,"[3,1]"
0.013478781751485605,100,"[3,1]"
1.963212726564503e-7,1,"[4,1]"
0.000152009783474952,2,"[4,1]"
6.2764903777347215e-15,3,"[4,1]"
4.937537293485137e-16,4,"[4,1]"
2.4201431342297137e-5,5,"[4,1]"
6.793232122761078e-25,6,"[4,1]"
1.6165182207390298e-5,7,"[4,1]"
6.206017595817232e-10,8,"[4,1]"
2.5580548140847507e-11,9,"[4,1]"
0.000379664182751539,10,"[4,1]"
1.968722040770943e-9,11,"[4,1]"
2.3153100962061343e-7,12,"[4,1]"
3.184677792641023e-7,13,"[4,1]"
2.0922833511697867e-11,14,"[4,1]"
8.096302745269761e-9,15,"[4,1]"
2.179755102379572e-6,16,"[4,1]"
2.4468682214970098e-6,17,"[4,1]"
2.76396409182142e-7,18,"[4,1]"
4.2681148132332396e-5,19,"[4,1]"
2.787728077976541e-16,20,"[4,1]"
8.71783075404001e-8,21,"[4,1]"
4.5207135394625574e-5,22,"[4,1]"
8.225069536573313e-12,23,"[4,1]"
0.004310234002200206,24,"[4,1]"
0.004288225230191512,25,"[4,1]"
0.007880438202299576,26,"[4,1]"
0.00999653388061737,27,"[4,1]"
0.013454945573445263,28,"[4,1]"
0.006042029500007985,29,"[4,1]"
0.003913475141404653,30,"[4,1]"
0.004902041863530276,31,"[4,1]"
0.005457412845049659,32,"[4,1]"
0.008037045882907642,33,"[4,1]"
0.006412901056636643,34,"[4,1]"
0.01577837163178851,35,"[4,1]"
0.015484315399196383,36,"[4,1]"
0.004336378435246279,37,"[4,1]"
0.008065507014149572,38,"[4,1]"
0.006713795400374882,39,"[4,1]"
0.0032565410818073642,40,"[4,1]"
0.0010524408321849804,41,"[4,1]"
0.005313616913278497,42,"[4,1]"
0.004887160423731302,43,"[4,1]"
0.001994321590473151,44,"[4,1]"
0.0013973157900322591,45,"[4,1]"
1.1132364568971547e-8,46,"[4,1]"
1.5113341789757172e-10,47,"[4,1]"
2.8408808156981196e-19,48,"[4,1]"
6.512770129495335e-6,49,"[4,1]"
1.33110945111204e-5,50,"[4,1]"
3.1372325857750295e-9,51,"[4,1]"
1.056959979706467e-9,52,"[4,1]"
1.3372885386797951e-8,53,"[4,1]"
8.86581671681097e-11,54,"[4,1]"
7.416495031698728e-13,55,"[4,1]"
1.1765929902819607e-5,56,"[4,1]"
0.0001251179963004425,57,"[4,1]"
4.741230348430303e-7,58,"[4,1]"
0.0001278480648991875,59,"[4,1]"
9.590636654513266e-10,60,"[4,1]"
5.223084378884537e-8,61,"[4,1]"
3.412747439581388e-7,62,"[4,1]"
7.647383267993861e-7,63,"[4,1]"
6.332715848341693e-9,64,"[4,1]"
2.8101434545728185e-11,65,"[4,1]"
6.331230642171091e-6,66,"[4,1]"
0.004052367703590117,67,"[4,1]"
0.0021155105090059985,68,"[4,1]"
0.0044271318781592345,69,"[4,1]"
0.0021264227622898486,70,"[4,1]"
0.005021804782094353,71,"[4,1]"
0.003893164446103914,72,"[4,1]"
0.0024797966596590234,73,"[4,1]"
0.0026254397418214027,74,"[4,1]"
0.0019545536231316287,75,"[4,1]"
0.0005183033284964845,76,"[4,1]"
0.005730813529051678,77,"[4,1]"
0.0018851065512583694,78,"[4,1]"
0.00105448560420135,79,"[4,1]"
0.003084745017234086,80,"[4,1]"
0.011110267718159844,81,"[4,1]"
0.014201512766500498,82,"[4,1]"
0.029304752419520474,83,"[4,1]"
0.023682397859079066,84,"[4,1]"
0.015048257021073059,85,"[4,1]"
0.025581798611822294,86,"[4,1]"
0.02199782877277909,87,"[4,1]"
0.009301523735602325,88,"[4,1]"
0.0029545158541642376,89,"[4,1]"
0.0011109110509895962,90,"[4,1]"
0.0004580948363398661,91,"[4,1]"
0.00013204994254383722,92,"[4,1]"
1.2136365086782424e-9,93,"[4,1]"
2.487230050018277e-8,94,"[4,1]"
2.762998156404016e-9,95,"[4,1]"
2.0021894670054152e-10,96,"[4,1]"
0.0006525859081899003,97,"[4,1]"
0.0006404642993534321,98,"[4,1]"
0.0022533574175466753,99,"[4,1]"
0.0008447635062104693,100,"[4,1]"
0.006772190854260848,1,"[5,1]"
0.0068693726797638,2,"[5,1]"
0.013809153286090283,3,"[5,1]"
0.01798266343687243,4,"[5,1]"
0.005056486430935374,5,"[5,1]"
0.007049119917592383,6,"[5,1]"
0.011109014789534527,7,"[5,1]"
0.007931541539232437,8,"[5,1]"
0.013264249829778656,9,"[5,1]"
0.006586197927436164,10,"[5,1]"
0.00927078857970369,11,"[5,1]"
0.0048596853810511705,12,"[5,1]"
0.0044490071765679665,13,"[5,1]"
0.0006624109462676861,14,"[5,1]"
0.0030155210554498432,15,"[5,1]"
0.009399766349543972,16,"[5,1]"
0.0073169527901816266,17,"[5,1]"
0.012673632323169426,18,"[5,1]"
0.011617103885090317,19,"[5,1]"
0.0077882680007637685,20,"[5,1]"
0.015780963297599912,21,"[5,1]"
0.01471556845280602,22,"[5,1]"
0.016798518240785237,23,"[5,1]"
0.01178997727913071,24,"[5,1]"
0.019506539850295865,25,"[5,1]"
0.023684682161162682,26,"[5,1]"
0.0223104049718349,27,"[5,1]"
0.015384632126071749,28,"[5,1]"
0.012434933755885693,29,"[5,1]"
0.004413981873459215,30,"[5,1]"
0.003992295282478767,31,"[5,1]"
0.0017089339328905597,32,"[5,1]"
0.005109081813336014,33,"[5,1]"
0.0008986405638081331,34,"[5,1]"
0.0018097849204343308,35,"[5,1]"
0.003518751132593216,36,"[5,1]"
0.00022616359963308763,37,"[5,1]"
0.0008529426287183076,38,"[5,1]"
6.70146509134849e-5,39,"[5,1]"
0.000615904636354683,40,"[5,1]"
9.165782324477531e-5,41,"[5,1]"
4.917167333816366e-8,42,"[5,1]"
1.6061295338551403e-5,43,"[5,1]"
1.287548710077081e-5,44,"[5,1]"
3.991854897225105e-10,45,"[5,1]"
1.42261959052984e-14,46,"[5,1]"
1.9839899367455913e-10,47,"[5,1]"
1.5220872738466234e-5,48,"[5,1]"
5.713508189863742e-16,49,"[5,1]"
0.00010324576131703722,50,"[5,1]"
1.0438095047849505e-12,51,"[5,1]"
8.21646008145755e-6,52,"[5,1]"
2.215411890226413e-10,53,"[5,1]"
7.104621724261661e-7,54,"[5,1]"
2.9024708699546675e-7,55,"[5,1]"
0.0023926985435520067,56,"[5,1]"
0.00218819434592973,57,"[5,1]"
0.007642297898417581,58,"[5,1]"
0.008494582702864866,59,"[5,1]"
0.00778742083040838,60,"[5,1]"
0.002126878283357834,61,"[5,1]"
1.8178874044065014e-5,62,"[5,1]"
1.8752807721811133e-7,63,"[5,1]"
4.1689619934658235e-5,64,"[5,1]"
0.001450223501829931,65,"[5,1]"
4.56370753002398e-8,66,"[5,1]"
0.0007930850977156407,67,"[5,1]"
4.798138944700476e-7,68,"[5,1]"
7.855044812600295e-10,69,"[5,1]"
3.970043818787916e-8,70,"[5,1]"
0.000340613637881354,71,"[5,1]"
2.675869088764757e-5,72,"[5,1]"
1.5216542487530375e-7,73,"[5,1]"
1.887642679106534e-12,74,"[5,1]"
4.0572529484853713e-16,75,"[5,1]"
9.012975010785193e-5,76,"[5,1]"
1.3005748425147733e-12,77,"[5,1]"
2.8429861723102002e-5,78,"[5,1]"
1.0019281020733437e-11,79,"[5,1]"
6.33334982692542e-6,80,"[5,1]"
1.7958960241253567e-6,81,"[5,1]"
7.605924799414362e-5,82,"[5,1]"
5.048487104987262e-5,83,"[5,1]"
1.6140464210819888e-24,84,"[5,1]"
0.0009139647216375649,85,"[5,1]"
0.0013275368599396944,86,"[5,1]"
0.0003109037296114133,87,"[5,1]"
7.301705665725324e-5,88,"[5,1]"
7.15927348037425e-5,89,"[5,1]"
3.410466589156785e-7,90,"[5,1]"
9.457060775945804e-8,91,"[5,1]"
1.955132065611641e-15,92,"[5,1]"
0.002575919559112901,93,"[5,1]"
3.0886022318041624e-12,94,"[5,1]"
2.9505565221748735e-5,95,"[5,1]"
1.1925805966088813e-11,96,"[5,1]"
1.2348870347454424e-16,97,"[5,1]"
0.00017977639431909775,98,"[5,1]"
5.953805296818416e-15,99,"[5,1]"
2.202429927073509e-7,100,"[5,1]"
0.014537618718048062,1,"[6,1]"
0.007657923356483569,2,"[6,1]"
0.0035103547316868364,3,"[6,1]"
0.001813518799268854,4,"[6,1]"
1.3434838826000638e-5,5,"[6,1]"
1.927179739058109e-6,6,"[6,1]"
2.8518446029234738e-8,7,"[6,1]"
1.8632270862129972e-18,8,"[6,1]"
1.6043998144993473e-7,9,"[6,1]"
8.800995343682821e-7,10,"[6,1]"
1.1635709138206392e-6,11,"[6,1]"
0.00022867098922245419,12,"[6,1]"
1.0319267450290261e-7,13,"[6,1]"
2.024868370498631e-8,14,"[6,1]"
0.0011688776763232197,15,"[6,1]"
1.2841767122281917e-8,16,"[6,1]"
7.845019363152807e-7,17,"[6,1]"
7.094991455145875e-5,18,"[6,1]"
4.9533997461400877e-11,19,"[6,1]"
0.00011421347584997029,20,"[6,1]"
5.402462708099907e-7,21,"[6,1]"
2.023960132898429e-9,22,"[6,1]"
9.918346119343098e-5,23,"[6,1]"
8.359116768242618e-5,24,"[6,1]"
4.749299889033161e-9,25,"[6,1]"
6.452617815783469e-5,26,"[6,1]"
1.5731245953676128e-7,27,"[6,1]"
1.1332015867146773e-9,28,"[6,1]"
1.0125059032950919e-13,29,"[6,1]"
3.0335118285472725e-20,30,"[6,1]"
0.0002136169469900604,31,"[6,1]"
0.0038210447006948216,32,"[6,1]"
0.0004033128994869754,33,"[6,1]"
2.174757818302816e-18,34,"[6,1]"
1.6378536608488406e-11,35,"[6,1]"
6.683658269288338e-6,36,"[6,1]"
3.572416876862155e-6,37,"[6,1]"
2.8974043406477227e-8,38,"[6,1]"
2.3479765415310956e-5,39,"[6,1]"
0.0008741461583999501,40,"[6,1]"
1.8442524366968612e-5,41,"[6,1]"
6.478688059309591e-10,42,"[6,1]"
2.0923550300012293e-7,43,"[6,1]"
2.525196728130038e-13,44,"[6,1]"
0.00022512490003094704,45,"[6,1]"
7.069621187081221e-10,46,"[6,1]"
7.09471755437571e-10,47,"[6,1]"
1.983876011935626e-20,48,"[6,1]"
0.0004815103422599847,49,"[6,1]"
8.32995803026937e-5,50,"[6,1]"
6.365482038674871e-7,51,"[6,1]"
7.010823724862069e-5,52,"[6,1]"
0.00036011619802491255,53,"[6,1]"
2.738422008727122e-16,54,"[6,1]"
1.9513352716756245e-7,55,"[6,1]"
0.00017185652990595274,56,"[6,1]"
4.6860204138616874e-5,57,"[6,1]"
0.0011483045736476192,58,"[6,1]"
1.0492629266443294e-10,59,"[6,1]"
0.001307760928186665,60,"[6,1]"
0.001095380742839247,61,"[6,1]"
9.052518065949244e-7,62,"[6,1]"
5.1930891192968255e-15,63,"[6,1]"
1.304875796452524e-10,64,"[6,1]"
3.0231053724142623e-5,65,"[6,1]"
2.9567804459616933e-8,66,"[6,1]"
3.6819422780748814e-21,67,"[6,1]"
2.902478075315186e-11,68,"[6,1]"
5.388455045046284e-6,69,"[6,1]"
1.785836535252089e-10,70,"[6,1]"
4.237692373115596e-5,71,"[6,1]"
5.447849805632199e-13,72,"[6,1]"
0.00011095310946118233,73,"[6,1]"
0.003544807786022705,74,"[6,1]"
0.007685727769601494,75,"[6,1]"
0.009123337166097858,76,"[6,1]"
0.025378873924196865,77,"[6,1]"
0.01689768484835421,78,"[6,1]"
0.01787313303764043,79,"[6,1]"
0.01633770258480203,80,"[6,1]"
0.016356104638720934,81,"[6,1]"
0.016967597753919015,82,"[6,1]"
0.010705841659645639,83,"[6,1]"
0.0056876087007436,84,"[6,1]"
0.003089394428727692,85,"[6,1]"
0.0036675995473059984,86,"[6,1]"
0.008340197659046962,87,"[6,1]"
0.01875775262158927,88,"[6,1]"
0.01807385220834674,89,"[6,1]"
0.01932668373595579,90,"[6,1]"
0.027875435007143096,91,"[6,1]"
0.02863923817652142,92,"[6,1]"
0.014305202729655945,93,"[6,1]"
0.019480405050809554,94,"[6,1]"
0.026823585904307334,95,"[6,1]"
0.019052030136202804,96,"[6,1]"
0.023098171896674246,97,"[6,1]"
0.027682527179006284,98,"[6,1]"
0.025217565013220363,99,"[6,1]"
0.016403105924408374,100,"[6,1]"
0.007840720457083734,1,"[7,1]"
0.010843784557758814,2,"[7,1]"
0.020208285080136706,3,"[7,1]"
0.021357066166505224,4,"[7,1]"
0.015427787688544484,5,"[7,1]"
0.028363042238233292,6,"[7,1]"
0.030423215482767836,7,"[7,1]"
0.02855791063764214,8,"[7,1]"
0.027358685683033013,9,"[7,1]"
0.027671765804650177,10,"[7,1]"
0.026311207587383076,11,"[7,1]"
0.02809853368273634,12,"[7,1]"
0.021860755382471595,13,"[7,1]"
0.015131927772843418,14,"[7,1]"
0.013542149048994418,15,"[7,1]"
0.010909709565779248,16,"[7,1]"
0.00047435864481267865,17,"[7,1]"
0.006280024295763103,18,"[7,1]"
5.096459637020457e-16,19,"[7,1]"
6.173725096623177e-11,20,"[7,1]"
0.0003391583733658922,21,"[7,1]"
0.0008521120876229949,22,"[7,1]"
0.004501182877079597,23,"[7,1]"
0.0002976410604630114,24,"[7,1]"
4.823626304336731e-10,25,"[7,1]"
1.948644706944018e-7,26,"[7,1]"
1.3991761475615268e-5,27,"[7,1]"
0.0001580034989505656,28,"[7,1]"
2.7289057528150824e-17,29,"[7,1]"
0.00015600738737411542,30,"[7,1]"
4.306128133770624e-6,31,"[7,1]"
4.516902189505942e-14,32,"[7,1]"
3.5874269363000156e-5,33,"[7,1]"
1.2849111405665534e-5,34,"[7,1]"
1.3117659053570468e-16,35,"[7,1]"
0.000376306843599223,36,"[7,1]"
5.300037993889238e-12,37,"[7,1]"
1.1885118696185218e-8,38,"[7,1]"
0.008521944393895035,39,"[7,1]"
0.004121078437697668,40,"[7,1]"
0.008444947528454318,41,"[7,1]"
0.004227492791483831,42,"[7,1]"
0.008774326905625743,43,"[7,1]"
0.014428232896175413,44,"[7,1]"
0.0073994158381782,45,"[7,1]"
0.005352915193107373,46,"[7,1]"
0.008223286056500308,47,"[7,1]"
0.006570300884277737,48,"[7,1]"
0.016091911937775115,49,"[7,1]"
0.00494935169187366,50,"[7,1]"
0.001827473045186825,51,"[7,1]"
2.3364532862527974e-10,52,"[7,1]"
3.1657938451684315e-9,53,"[7,1]"
8.402512406404472e-14,54,"[7,1]"
7.282461622184395e-6,55,"[7,1]"
0.0002369182134844922,56,"[7,1]"
8.913781019916835e-6,57,"[7,1]"
2.036973870508379e-9,58,"[7,1]"
1.308133818846125e-18,59,"[7,1]"
6.950812836221096e-9,60,"[7,1]"
4.0003649258140157e-19,61,"[7,1]"
2.899744494311545e-13,62,"[7,1]"
0.006425832395683814,63,"[7,1]"
0.011159590693208942,64,"[7,1]"
0.01364442109348384,65,"[7,1]"
0.02432798949251535,66,"[7,1]"
0.03861990446708931,67,"[7,1]"
0.020336430180318804,68,"[7,1]"
0.01690783926281331,69,"[7,1]"
0.02817811038211123,70,"[7,1]"
0.03242596775790491,71,"[7,1]"
0.03823914290882732,72,"[7,1]"
0.02059803696844747,73,"[7,1]"
0.03269062504798989,74,"[7,1]"
0.04447786202535912,75,"[7,1]"
0.035347126683789774,76,"[7,1]"
0.0317972926827122,77,"[7,1]"
0.012121273047501156,78,"[7,1]"
0.005600441644518694,79,"[7,1]"
0.0009439866829420102,80,"[7,1]"
2.7086373783835285e-18,81,"[7,1]"
2.8129224618046817e-8,82,"[7,1]"
0.0031219452479492676,83,"[7,1]"
0.003694290878949105,84,"[7,1]"
0.004524001553784815,85,"[7,1]"
0.006988254959539652,86,"[7,1]"
0.0032970752552687783,87,"[7,1]"
0.0013121278639132306,88,"[7,1]"
0.0013150518880801192,89,"[7,1]"
