pest,ptrue,x,y
0.0012963033295022193,0.00011051774946997488,0.1,0.1
0.0021526432903831317,0.0005153999031475408,0.1,0.2
0.0012027763910532996,0.00119455052384905,0.1,0.3
0.006766076242439427,0.002208341332124445,0.1,0.4
0.0017363288681262372,0.003667255986174206,0.1,0.5
0.004077155641264706,0.005756436881667715,0.1,0.6
0.036450766953327864,0.008806127439310703,0.1,0.7
0.001775225387722323,0.013486034740104014,0.1,0.8
0.00852938909952935,0.02152535798673825,0.1,0.9
0.0071716640933983935,0.04272997745741408,0.1,1.0
0.0018091524504298998,0.0005153999031475408,0.2,0.1
0.002752776937747345,0.0018162742456546473,0.2,0.2
0.004206951491056446,0.0034367351186715064,0.2,0.3
0.005937810791198422,0.005357729314390328,0.2,0.4
0.0020173277755287135,0.007591227999785469,0.2,0.5
0.008300971443950696,0.010163002597992674,0.2,0.6
0.00840667110543671,0.013105685110464803,0.2,0.7
0.010083214237609706,0.016438770777379125,0.2,0.8
0.03612033932648027,0.02004981694577567,0.2,0.9
0.026990411761846658,0.02152535798673827,0.2,1.0
0.0022892511632859,0.00119455052384905,0.3,0.1
0.007440053132908977,0.0034367351186715064,0.3,0.2
0.012879162700516164,0.005652740891824784,0.3,0.3
0.017497109623052065,0.007858936057114914,0.3,0.4
0.007699548388448069,0.010035094791253876,0.3,0.5
0.003941439138360759,0.012137335376224287,0.3,0.6
0.014023568036633377,0.014080142562576434,0.3,0.7
0.004019415530927571,0.0156796591610021,0.3,0.8
0.003269052123091604,0.01643877077737907,0.3,0.9
0.002360373792665075,0.013486034740103958,0.3,1.0
0.02484275047046188,0.002208341332124445,0.4,0.1
0.006626497639392113,0.005357729314390328,0.4,0.2
0.007175643454983849,0.007858936057114914,0.4,0.3
0.0062145715157005095,0.009957947036069684,0.4,0.4
0.004299948574199797,0.011692753697520125,0.4,0.5
0.0014715321486956734,0.013035547585753787,0.4,0.6
0.010451599465488378,0.013896789864674894,0.4,0.7
0.008115853277519505,0.014080142562576434,0.4,0.8
0.010885399213373104,0.013105685110464838,0.4,0.9
0.041045467342205745,0.008806127439310696,0.4,1.0
0.006331446677441391,0.003667255986174206,0.5,0.1
0.01464874691137242,0.007591227999785469,0.5,0.2
0.027158792716274662,0.010035094791253876,0.5,0.3
0.00801093889621497,0.011692753697520125,0.5,0.4
0.005990111013677271,0.01273090986918321,0.5,0.5
0.003787717123210653,0.013190435214444518,0.5,0.6
0.014421244948173794,0.01303554758575376,0.5,0.7
0.01240879671515433,0.012137335376224356,0.5,0.8
0.0031244701601480743,0.010163002597992576,0.5,0.9
0.008626619934775193,0.00575643688166777,0.5,1.0
0.002883156827917869,0.005756436881667715,0.6,0.1
0.0023768696672353254,0.010163002597992674,0.6,0.2
0.006896849128436236,0.012137335376224287,0.6,0.3
0.010287555988270719,0.013035547585753787,0.6,0.4
0.016531855018300994,0.013190435214444518,0.6,0.5
0.013713115762982672,0.012730909869183182,0.6,0.6
0.017227589242219957,0.011692753697520153,0.6,0.7
0.00288448951842888,0.010035094791253862,0.6,0.8
0.0015341845370573435,0.007591227999785566,0.6,0.9
0.024281424703190863,0.0036672559861741227,0.6,1.0
0.005606362522609718,0.008806127439310703,0.7,0.1
0.013768292777302479,0.013105685110464803,0.7,0.2
0.019517676360356305,0.014080142562576434,0.7,0.3
0.006857797048001574,0.013896789864674894,0.7,0.4
0.012037305516339008,0.01303554758575376,0.7,0.5
0.0048980078989808605,0.011692753697520153,0.7,0.6
0.0016341848054932779,0.00995794703606967,0.7,0.7
0.0019013916048809612,0.007858936057114907,0.7,0.8
0.005596584896775889,0.005357729314390325,0.7,0.9
0.013364060207888294,0.0022083413321244416,0.7,1.0
0.012242525652407086,0.013486034740104014,0.8,0.1
0.006872147889370935,0.016438770777379125,0.8,0.2
0.022302489409084875,0.0156796591610021,0.8,0.3
0.02521688655350423,0.014080142562576434,0.8,0.4
0.003463862027721821,0.012137335376224356,0.8,0.5
0.02030451868939214,0.010035094791253862,0.8,0.6
0.011084677216985741,0.007858936057114907,0.8,0.7
0.004607780832775495,0.005652740891824826,0.8,0.8
0.0042152314063208275,0.0034367351186714856,0.8,0.9
0.0077406205845462605,0.0011945505238490917,0.8,1.0
0.027041192577452324,0.02152535798673825,0.9,0.1
0.022628534124633743,0.02004981694577567,0.9,0.2
0.006334805096799893,0.01643877077737907,0.9,0.3
0.0034832892359622936,0.013105685110464838,0.9,0.4
0.004881628947967191,0.010163002597992576,0.9,0.5
0.021391755327509487,0.007591227999785566,0.9,0.6
0.01306150572148536,0.005357729314390325,0.9,0.7
0.001560055375910495,0.0034367351186714856,0.9,0.8
0.0019545939459465716,0.0018162742456545589,0.9,0.9
0.0036912639071259453,0.0005153999031475287,0.9,1.0
0.056810765597024734,0.04272997745741408,1.0,0.1
0.003806792107299967,0.02152535798673827,1.0,0.2
0.004010667351693408,0.013486034740103958,1.0,0.3
0.002405605860205198,0.008806127439310696,1.0,0.4
0.0016873109297050636,0.00575643688166777,1.0,0.5
0.007504308067579821,0.0036672559861741227,1.0,0.6
0.004142265990464545,0.0022083413321244416,1.0,0.7
0.008305563738380324,0.0011945505238490917,1.0,0.8
0.008410266117915989,0.0005153999031475287,1.0,0.9
0.016197257237774272,0.00011051774947001825,1.0,1.0
