pest,ptrue,x,y
0.0007538345813632644,1.3812005155418232e-9,0.02857142857142857,0.02857142857142857
0.0012720011500420739,3.8464196912651954e-7,0.02857142857142857,0.05714285714285714
0.0012600908915064012,5.6222102993359954e-6,0.02857142857142857,0.08571428571428572
0.001114401420962288,2.2694116480442774e-5,0.02857142857142857,0.11428571428571428
0.000711250818352105,4.377536830712544e-5,0.02857142857142857,0.14285714285714285
0.0007018978748398708,5.199117715525329e-5,0.02857142857142857,0.17142857142857143
0.0006568994881922529,4.349429014310159e-5,0.02857142857142857,0.2
0.0007567820331720294,2.7707435806382055e-5,0.02857142857142857,0.22857142857142856
0.0008086617962109047,1.4100012612959929e-5,0.02857142857142857,0.2571428571428571
0.000873381670321381,5.908893140109368e-6,0.02857142857142857,0.2857142857142857
0.0010125507312949646,2.0792177973189625e-6,0.02857142857142857,0.3142857142857143
0.0011156716231662742,6.217976654090864e-7,0.02857142857142857,0.34285714285714286
0.0011776850021653846,1.591145139395191e-7,0.02857142857142857,0.37142857142857144
0.0012327740343479358,3.4936585530939224e-8,0.02857142857142857,0.4
0.0008975863188512986,6.578281945915105e-9,0.02857142857142857,0.42857142857142855
0.0007374102427433546,1.058465747856693e-9,0.02857142857142857,0.45714285714285713
0.0011683303433816256,1.4461957439969655e-10,0.02857142857142857,0.4857142857142857
0.0007878684969975998,1.662646471780986e-11,0.02857142857142857,0.5142857142857142
0.001004963395974069,1.7280969949289016e-12,0.02857142857142857,0.5428571428571428
0.0009419019327910617,1.403844483152325e-11,0.02857142857142857,0.5714285714285714
0.0010372908744500221,7.772864226449159e-10,0.02857142857142857,0.6
0.000926042447265921,2.4480534093987037e-8,0.02857142857142857,0.6285714285714286
0.000765023649955682,4.330188131350648e-7,0.02857142857142857,0.6571428571428571
0.000539288711648439,4.235443899244974e-6,0.02857142857142857,0.6857142857142857
0.0006621873711795686,2.2254843135286557e-5,0.02857142857142857,0.7142857142857143
0.0007570285404801359,6.002896234615394e-5,0.02857142857142857,0.7428571428571429
0.0007345497743631476,7.774524216151935e-5,0.02857142857142857,0.7714285714285715
0.0010575054424246013,4.3883687129373406e-5,0.02857142857142857,0.8
0.0007935426232366725,9.361216190688338e-6,0.02857142857142857,0.8285714285714286
0.0010242340269621879,6.063421210471503e-7,0.02857142857142857,0.8571428571428571
0.0008209022174521546,8.352556243385652e-9,0.02857142857142857,0.8857142857142857
0.0009286161392047072,1.3170254220973981e-11,0.02857142857142857,0.9142857142857143
0.0005609498060198558,7.293428014309988e-16,0.02857142857142857,0.9428571428571428
0.0005218939785863164,0.0,0.02857142857142857,0.9714285714285714
0.0006337624487369333,0.0,0.02857142857142857,1.0
0.001087823833417876,8.961462689766257e-9,0.05714285714285714,0.02857142857142857
0.0012560874338206744,2.495622189869617e-6,0.05714285714285714,0.05714285714285714
0.0009416749123996818,3.647785188651957e-5,0.05714285714285714,0.08571428571428572
0.0009282172979078225,0.00014724326832220853,0.05714285714285714,0.11428571428571428
0.0008389488340491475,0.0002840219978206359,0.05714285714285714,0.14285714285714285
0.0007215440537077497,0.000337327556014601,0.05714285714285714,0.17142857142857143
0.0006806556706776648,0.00028219831512470264,0.05714285714285714,0.2
0.000937375126269154,0.00017977053252878539,0.05714285714285714,0.22857142857142856
0.0009383634735254095,9.148326802260588e-5,0.05714285714285714,0.2571428571428571
0.0010117939810404747,3.8337898673700854e-5,0.05714285714285714,0.2857142857142857
0.0013294050461831756,1.349031694160822e-5,0.05714285714285714,0.3142857142857143
0.0010127876050154104,4.034328481959307e-6,0.05714285714285714,0.34285714285714286
0.0010208144989461176,1.0323618938918471e-6,0.05714285714285714,0.37142857142857144
0.0009857160255639136,2.2667447935361524e-7,0.05714285714285714,0.4
0.0006833086485177525,4.2681006528686154e-8,0.05714285714285714,0.42857142857142855
0.0007062098658972492,6.867504899525862e-9,0.05714285714285714,0.45714285714285713
0.0009654179877658675,9.383162731502713e-10,0.05714285714285714,0.4857142857142857
0.0008447332902412823,1.0787531699624382e-10,0.05714285714285714,0.5142857142857142
0.0008816633360148908,1.121218553114603e-11,0.05714285714285714,0.5428571428571428
0.0009635623865916168,9.108380591643997e-11,0.05714285714285714,0.5714285714285714
0.0007738583438037995,5.0431658526713715e-9,0.05714285714285714,0.6
0.0009785992041621823,1.588338481202389e-7,0.05714285714285714,0.6285714285714286
0.0008561641062446158,2.809499340763067e-6,0.05714285714285714,0.6571428571428571
0.0006415347075981324,2.7480276795865906e-5,0.05714285714285714,0.6857142857142857
0.0007022438690179174,0.0001443931885192177,0.05714285714285714,0.7142857142857143
0.0006870024533687833,0.00038947806659296976,0.05714285714285714,0.7428571428571429
0.0005968918554584415,0.0005044242882171158,0.05714285714285714,0.7714285714285715
0.0008707730282556731,0.00028472478867051803,0.05714285714285714,0.8
0.0008199118716577721,6.0737154873404084e-5,0.05714285714285714,0.8285714285714286
