dest,dtrue,x,y
0.2814982416893158,0.0,0.0,0.0
0.2814982416893158,0.005020100502512563,0.0,0.005020100502512563
0.2814982416893158,0.010040201005025126,0.0,0.010040201005025126
0.2814982416893158,0.015060301507537689,0.0,0.015060301507537689
0.2814982416893158,0.020080402010050253,0.0,0.020080402010050253
0.2814982416893158,0.025100502512562815,0.0,0.025100502512562815
0.2814982416893158,0.030120603015075378,0.0,0.030120603015075378
0.2814982416893158,0.03514070351758794,0.0,0.03514070351758794
0.2814982416893158,0.040160804020100506,0.0,0.040160804020100506
0.2814982416893158,0.045180904522613065,0.0,0.045180904522613065
0.2814982416893158,0.05020100502512563,0.0,0.05020100502512563
0.2814982416893158,0.05522110552763819,0.0,0.05522110552763819
0.2814982416893158,0.060241206030150755,0.0,0.060241206030150755
0.2814982416893158,0.06526130653266332,0.0,0.06526130653266332
0.2814982416893158,0.07028140703517588,0.0,0.07028140703517588
0.2814982416893158,0.07530150753768844,0.0,0.07530150753768844
0.2814982416893158,0.08032160804020101,0.0,0.08032160804020101
0.2814982416893158,0.08534170854271357,0.0,0.08534170854271357
0.2814982416893158,0.09036180904522613,0.0,0.09036180904522613
0.2814982416893158,0.09538190954773869,0.0,0.09538190954773869
0.44326834063656223,0.10040201005025126,0.0,0.10040201005025126
0.44326834063656223,0.10542211055276382,0.0,0.10542211055276382
0.44326834063656223,0.11044221105527638,0.0,0.11044221105527638
0.44326834063656223,0.11546231155778894,0.0,0.11546231155778894
0.44326834063656223,0.12048241206030151,0.0,0.12048241206030151
0.44326834063656223,0.12550251256281408,0.0,0.12550251256281408
0.44326834063656223,0.13052261306532664,0.0,0.13052261306532664
0.44326834063656223,0.1355427135678392,0.0,0.1355427135678392
0.44326834063656223,0.14056281407035176,0.0,0.14056281407035176
0.44326834063656223,0.14558291457286432,0.0,0.14558291457286432
0.44326834063656223,0.15060301507537688,0.0,0.15060301507537688
0.44326834063656223,0.15562311557788944,0.0,0.15562311557788944
0.44326834063656223,0.16064321608040202,0.0,0.16064321608040202
0.44326834063656223,0.16566331658291458,0.0,0.16566331658291458
