binprob,loss,x,y,method
0.0005022033961323642,7.770364285761076,0.04,0.04,D
0.0006193257987676175,7.757325745287853,0.04,0.08,D
0.00048525369809571925,7.772999644170452,0.04,0.12,D
0.0005674145954332327,7.760739289181627,0.04,0.16,D
0.0004941480729630767,7.774682297324833,0.04,0.2,D
0.0004918722756000225,7.760894433710228,0.04,0.24,D
0.0006128890359365006,7.775930215876473,0.04,0.28,D
0.0006470415328916771,7.765783263515008,0.04,0.32,D
0.0005982516414638205,7.778664991424223,0.04,0.36,D
0.0004937242510849008,7.764901318621464,0.04,0.4,D
0.0005734672569361306,7.777442250415426,0.04,0.44,D
0.0006504631905703483,7.76965472244855,0.04,0.48,D
0.0006877287526639412,7.777928458107001,0.04,0.52,D
0.0007026177736898478,7.768624098119349,0.04,0.56,D
0.0005023644159440917,7.783223535080865,0.04,0.6,D
0.0016477617991733906,7.773622661859332,0.04,0.64,D
0.0007903606895013597,7.78485011293823,0.04,0.68,D
0.000924811117791639,7.770038341926065,0.04,0.72,D
0.0009909976786365963,7.783909895873964,0.04,0.76,D
0.0005030014814147584,7.7699106983590065,0.04,0.8,D
0.0004998663274469451,7.786609189766125,0.04,0.84,D
0.000594770572366044,7.770911117406373,0.04,0.88,D
0.0011221060667397362,7.786797184173339,0.04,0.92,D
0.0006014028514387894,7.771640375356183,0.04,0.96,D
0.001001299456173039,7.7917201320874,0.04,1.0,D
0.000602991486302256,7.775412732277337,0.04,1.04,D
0.0006715345286148677,7.789450559573718,0.04,1.08,D
0.0008621126332181142,7.771748675661018,0.04,1.12,D
0.0006921569292092489,7.791243749328721,0.04,1.16,D
0.0008405964344865462,7.77110693461376,0.04,1.2,D
0.0005862277638949498,7.791906429997872,0.04,1.24,D
0.0006129646147707016,7.774481849357235,0.04,1.28,D
0.0009952228643742263,7.792113194923528,0.04,1.32,D
0.000782938627265279,7.771613719280941,0.04,1.36,D
0.001272236829198247,7.791264077065947,0.04,1.4,D
0.000953240418210556,7.779533655483358,0.04,1.44,D
0.0011660611022340864,7.787084726570722,0.04,1.48,D
0.0015700045591127796,7.7928615153370755,0.04,1.52,D
0.0005839688248823332,7.793509464461894,0.04,1.56,D
0.0019550512219004734,7.792658431226648,0.04,1.6,D
0.0008417613919260659,7.790512048252033,0.04,1.64,D
0.0013983010232255374,7.795259886962492,0.04,1.68,D
0.0010431430531884613,7.789630332904409,0.04,1.72,D
0.0008988771042439369,7.790261175208585,0.04,1.76,D
0.0011594879193093943,7.78623950447341,0.04,1.8,D
0.0007437377288386287,7.7885069110851886,0.04,1.84,D
