pest,ptrue,x,y,type
0.001464956931090687,4.0812093624218934e-5,0.1,0.1,Dirichlet
0.00192795362693688,0.0002573118411529126,0.1,0.2,Dirichlet
0.0018895786517206395,0.0007168578852488096,0.1,0.3,Dirichlet
0.002224055044368499,0.0015115631098292434,0.1,0.4,Dirichlet
0.0030563586894053582,0.0027865189641217425,0.1,0.5,Dirichlet
0.00348541946433575,0.004778113251792865,0.1,0.6,Dirichlet
0.004911521562432706,0.00790415639971425,0.1,0.7,Dirichlet
0.004166254973684111,0.013005585403599224,0.1,0.8,Dirichlet
0.003737583749171871,0.022220103131804295,0.1,0.9,Dirichlet
0.003780737553488684,0.04677897791911242,0.1,1.0,Dirichlet
0.0032920296598095474,0.0002573118411529126,0.2,0.1,Dirichlet
0.003980210285907015,0.0011831093519464164,0.2,0.2,Dirichlet
0.004533351512054128,0.002607786964126866,0.2,0.3,Dirichlet
0.0054804837969388365,0.004511911572867296,0.2,0.4,Dirichlet
0.008289032924323444,0.0069161603304882385,0.2,0.5,Dirichlet
0.011114833971231966,0.009854844925159048,0.2,0.6,Dirichlet
0.004775097864217523,0.013358999567904227,0.2,0.7,Dirichlet
0.004125665322352624,0.017407198554201808,0.2,0.8,Dirichlet
0.0032531841952839384,0.021682573760348905,0.2,0.9,Dirichlet
0.002651424824299212,0.022220103131804315,0.2,1.0,Dirichlet
0.006464304399565231,0.0007168578852488096,0.3,0.1,Dirichlet
0.00821959618605502,0.002607786964126866,0.3,0.2,Dirichlet
0.007877463194116875,0.0048618233674666625,0.3,0.3,Dirichlet
0.007861669893161841,0.007328631614287817,0.3,0.4,Dirichlet
0.019305005919220117,0.009907825372418813,0.3,0.5,Dirichlet
0.004808970506194937,0.012485188325774346,0.3,0.6,Dirichlet
0.0034746081476519364,0.014887847035367566,0.3,0.7,Dirichlet
0.003982437977473545,0.016791255477508135,0.3,0.8,Dirichlet
0.008947040140266585,0.017407198554201794,0.3,0.9,Dirichlet
0.004125626094558384,0.013005585403599168,0.3,1.0,Dirichlet
0.008962465393616764,0.0015115631098292434,0.4,0.1,Dirichlet
0.013494507982355203,0.004511911572867296,0.4,0.2,Dirichlet
0.010229488944604717,0.007328631614287817,0.4,0.3,Dirichlet
0.0030751232205391958,0.009872933903318337,0.4,0.4,Dirichlet
0.00572064326124176,0.012056341630962322,0.4,0.5,Dirichlet
0.006214362767450167,0.013760653485737642,0.4,0.6,Dirichlet
0.012251194078769961,0.01480696168001143,0.4,0.7,Dirichlet
0.01926898244403011,0.014887847035367593,0.4,0.8,Dirichlet
0.014303634106521575,0.013358999567904178,0.4,0.9,Dirichlet
0.00357439503905196,0.007904156399714285,0.4,1.0,Dirichlet
0.003439188850205414,0.0027865189641217425,0.5,0.1,Dirichlet
0.004242435175807618,0.0069161603304882385,0.5,0.2,Dirichlet
0.003337447834237104,0.009907825372418813,0.5,0.3,Dirichlet
0.005627231221268411,0.012056341630962322,0.5,0.4,Dirichlet
0.007288483790332169,0.013431158265953771,0.5,0.5,Dirichlet
0.014050189082411185,0.014023195447591078,0.5,0.6,Dirichlet
0.020698347978028747,0.013760653485737642,0.5,0.7,Dirichlet
0.00973154349243178,0.012485188325774388,0.5,0.8,Dirichlet
0.01734430099498059,0.009854844925158979,0.5,0.9,Dirichlet
0.015458993519267054,0.004778113251792893,0.5,1.0,Dirichlet
0.011585188665239289,0.004778113251792865,0.6,0.1,Dirichlet
0.012176118954296385,0.009854844925159048,0.6,0.2,Dirichlet
0.01610269075622803,0.012485188325774346,0.6,0.3,Dirichlet
0.020714664191148476,0.013760653485737642,0.6,0.4,Dirichlet
0.00678085576658246,0.014023195447591078,0.6,0.5,Dirichlet
0.004567746966587063,0.013431158265953758,0.6,0.6,Dirichlet
0.0034998527914289353,0.012056341630962336,0.6,0.7,Dirichlet
0.006537112161174349,0.0099078253724188,0.6,0.8,Dirichlet
