binprob,loss,x,y,method
0.00019854619793626026,1.9323654717740417,0.02,0.02,D
0.00020817640124353668,1.9331302678508626,0.02,0.04,D
0.0001824090632258783,1.9306333497520782,0.02,0.06,D
0.00023162625204158275,1.9342018123728488,0.02,0.08,D
0.00016966217815698241,1.9302714546320239,0.02,0.1,D
0.00018849848957224827,1.9309699495594688,0.02,0.12,D
0.00021273924132363426,1.932737275910916,0.02,0.14,D
0.00021086769795216045,1.931425811201933,0.02,0.16,D
0.00019157957309799613,1.9322181219934724,0.02,0.18,D
0.00017535057138449433,1.9354883542857961,0.02,0.2,D
0.00016478756211799864,1.9308597789718378,0.02,0.22,D
0.00014907027480437775,1.9332174730792173,0.02,0.24,D
0.00019447057613386268,1.9332077042447158,0.02,0.26,D
0.000220603608120704,1.935515555407339,0.02,0.28,D
0.0002012045789146147,1.9359422145222585,0.02,0.3,D
0.00018966850330780772,1.936709958564819,0.02,0.32,D
0.00019464426132984557,1.934706928534715,0.02,0.34,D
0.00019153313841846755,1.9319628215672515,0.02,0.36,D
0.0001803477042400848,1.9359436894219095,0.02,0.38,D
0.00018986648329786306,1.9367979925598136,0.02,0.4,D
0.0001583097150865873,1.939411052771033,0.02,0.42,D
0.00021288059798068413,1.9366896438151382,0.02,0.44,D
0.00017778274441777235,1.9365077811732507,0.02,0.46,D
0.00021017782823695865,1.9357943603028493,0.02,0.48,D
0.00020124846148547015,1.934380093363526,0.02,0.5,D
0.00017849725165024302,1.9315179522511514,0.02,0.52,D
0.00018745679504314668,1.9369122185326801,0.02,0.54,D
0.00018106386815196974,1.9349541611707284,0.02,0.56,D
0.00018648662407428056,1.9401644614980589,0.02,0.58,D
0.00018662415332773195,1.935933770134028,0.02,0.6,D
0.0001873914009194605,1.940721488742257,0.02,0.62,D
0.0001896311340822547,1.9352930946210576,0.02,0.64,D
0.00023847213931085866,1.9372383916300029,0.02,0.66,D
0.00023424389769746497,1.93483137091611,0.02,0.68,D
0.00021522314809903587,1.9365075320521936,0.02,0.7,D
0.00017243905196587814,1.9352644125443317,0.02,0.72,D
0.00019630024221674707,1.9333068859569424,0.02,0.74,D
0.00021145742111427967,1.9378482572567033,0.02,0.76,D
0.000197488907344837,1.9425555531425749,0.02,0.78,D
0.00020821323555286466,1.9369032279864276,0.02,0.8,D
0.00020092357407425936,1.9328117633056217,0.02,0.82,D
0.00016859495854519788,1.938933551360448,0.02,0.84,D
0.0002375145503800596,1.9342593480144292,0.02,0.86,D
0.00022840995190971964,1.9380770383313068,0.02,0.88,D
0.0002400769736673872,1.935963816317681,0.02,0.9,D
0.0002311191812398924,1.9407741466005939,0.02,0.92,D
0.00017978783445525415,1.942535698219774,0.02,0.94,D
0.000217548974612827,1.939977622779703,0.02,0.96,D
0.0001834532165754344,1.9417790645659627,0.02,0.98,D
0.00019717960414827691,1.9390111556163865,0.02,1.0,D
0.0001939449901124288,1.93617852993662,0.02,1.02,D
0.000214333866259931,1.9391020347464347,0.02,1.04,D
0.00019227950482679734,1.9397189732606628,0.02,1.06,D
0.00021851685826129174,1.9353942040327523,0.02,1.08,D
0.00020046063530370197,1.9426708458341322,0.02,1.1,D
0.00020507528901263415,1.9380769630083468,0.02,1.12,D
0.00020519584660707912,1.9355731633473976,0.02,1.14,D
0.00017744505147127622,1.936878487584452,0.02,1.16,D
0.0002346639808550961,1.9398554106588954,0.02,1.18,D
0.00020942724208334863,1.9374639290347897,0.02,1.2,D
0.00017350016942204073,1.94541219989826,0.02,1.22,D
0.0002066113464067286,1.9438703154925463,0.02,1.24,D
0.00017751622286529524,1.93958558638165,0.02,1.26,D
0.00019063729185566535,1.9381204791739752,0.02,1.28,D
0.0002067033714922585,1.9421446641787965,0.02,1.3,D
0.00020515085793903711,1.9412259634903162,0.02,1.32,D
0.00022312458812133036,1.939899370488639,0.02,1.34,D
0.00018533470780194398,1.9433097933406136,0.02,1.36,D
0.00018685839122418492,1.9430726098634103,0.02,1.38,D
0.0002102303787894529,1.9411010961530675,0.02,1.4,D
0.00023453226179181888,1.9423710370473402,0.02,1.42,D
0.00022325566425328798,1.9446652976806915,0.02,1.44,D
0.00025338358016199135,1.9445816064711459,0.02,1.46,D
0.0002107629501457754,1.9437094042518848,0.02,1.48,D
0.00018958836794564368,1.9365163702078945,0.02,1.5,D
0.00021257178045757972,1.9381059752583063,0.02,1.52,D
0.00016961655974754008,1.9397427123026647,0.02,1.54,D
0.00020515427871276018,1.9375909927718404,0.02,1.56,D
0.00023187363059498712,1.9441676739686102,0.02,1.58,D
0.0002166716611851357,1.9424315023099834,0.02,1.6,D
0.00021327348792205952,1.9446037539192085,0.02,1.62,D
0.00023503791740002257,1.9449652323619524,0.02,1.64,D
0.00020814469824072992,1.942625820434141,0.02,1.66,D
0.0002523968625847731,1.9455908353116556,0.02,1.68,D
0.00021563196726208305,1.9413018100837576,0.02,1.7,D
0.00020444488560177193,1.9453938037180125,0.02,1.72,D
0.00017900430222665627,1.9452651108257468,0.02,1.74,D
0.0001980791064130977,1.9432801300977578,0.02,1.76,D
0.00020885159404519945,1.946058168670928,0.02,1.78,D
0.0002037268638588547,1.9425660872022046,0.02,1.8,D
0.0002405799600241547,1.9452984506518503,0.02,1.82,D
0.0002265299822446045,1.941499013861018,0.02,1.84,D
0.00021037597647818507,1.943024368896984,0.02,1.86,D
0.00021158047586741834,1.9408393815397442,0.02,1.88,D
0.000199840374123085,1.944259638033873,0.02,1.9,D
0.0001686526740269592,1.9455713604191467,0.02,1.92,D
0.00018247620627406843,1.9469227195381145,0.02,1.94,D
0.00018047601763848892,1.9434061363871422,0.02,1.96,D
0.0002208394361523588,1.946052122923826,0.02,1.98,D
0.0002025677028089006,1.9409236933864633,0.02,2.0,D
0.00021280944499817733,1.9310320160215664,0.04,0.02,D
0.00020793423782312193,1.9303014994889869,0.04,0.04,D
0.0002183934236149135,1.9313158086990674,0.04,0.06,D
0.00017687331721214652,1.9369879109876564,0.04,0.08,D
0.00019098924460219285,1.9365584938512077,0.04,0.1,D
0.0001718333828414508,1.9251413374982307,0.04,0.12,D
0.00018636386472122457,1.932883040320189,0.04,0.14,D
0.0001859274950947365,1.9308265112396374,0.04,0.16,D
0.00017296554218903298,1.93697948722632,0.04,0.18,D
0.00015987316939020712,1.9336028291895926,0.04,0.2,D
0.0001631459628079783,1.9349883711399112,0.04,0.22,D
0.0002051390190812132,1.9291091531551048,0.04,0.24,D
0.0002223475910993143,1.9360957336971152,0.04,0.26,D
0.00018177225082561,1.9343081754764413,0.04,0.28,D
0.00018563767073722447,1.9351330966290665,0.04,0.3,D
0.00019204487501097182,1.9332631097188084,0.04,0.32,D
0.00019536582965644516,1.9303782028419914,0.04,0.34,D
0.00021432703528724299,1.9280297019210484,0.04,0.36,D
0.00019207935197501196,1.936503020088575,0.04,0.38,D
0.00016795237642233985,1.9354269477150914,0.04,0.4,D
0.00021999816235962957,1.9375141866831356,0.04,0.42,D
0.00021464595097791267,1.9313718923948204,0.04,0.44,D
0.00019900928106431954,1.9324417781414986,0.04,0.46,D
0.00020850790139239025,1.9329451124036812,0.04,0.48,D
0.0002012946245124158,1.93860773743769,0.04,0.5,D
0.00022179957194611312,1.9374540477980193,0.04,0.52,D
0.00018946700463201062,1.93776428603121,0.04,0.54,D
0.00019463527540066361,1.9347677595385548,0.04,0.56,D
0.0001897836382051052,1.9337986564691365,0.04,0.58,D
0.00020966382345851843,1.9334596746377715,0.04,0.6,D
0.00019168274458352874,1.9398286207855233,0.04,0.62,D
0.00017524693322091073,1.9341088330762966,0.04,0.64,D
0.00022266829096974418,1.94079674889914,0.04,0.66,D
0.00018857544041142796,1.9345414265504357,0.04,0.68,D
0.00016260535795430811,1.9376404866377122,0.04,0.7,D
0.00020414633094230968,1.939783198650153,0.04,0.72,D
0.00019524942681832427,1.9361434853206685,0.04,0.74,D
0.00021313487825719616,1.9327655224561915,0.04,0.76,D
0.00017992075903480623,1.9403740469591497,0.04,0.78,D
0.000211445286241839,1.9366155539573013,0.04,0.8,D
0.00021247530191209073,1.9422056544754458,0.04,0.82,D
0.00021544769769314716,1.9332144633143986,0.04,0.84,D
0.00018664490833550566,1.9356484194936008,0.04,0.86,D
0.000198474191869786,1.935590313972039,0.04,0.88,D
0.00017932008064784434,1.9372069346149017,0.04,0.9,D
0.0002058673148719344,1.9351370181703638,0.04,0.92,D
0.00017582788686226007,1.93999491238043,0.04,0.94,D
0.0001963491804644311,1.9385105762678236,0.04,0.96,D
0.00020818104155705854,1.9381020105685935,0.04,0.98,D
0.00016324678288771145,1.9394900409438454,0.04,1.0,D
0.00018803915894375527,1.936811083242782,0.04,1.02,D
0.0001680493862586868,1.9415965991089577,0.04,1.04,D
0.00019124054693226615,1.9414369464597667,0.04,1.06,D
0.00018859046613507594,1.9399542578175841,0.04,1.08,D
0.00018688293926771932,1.939651188809988,0.04,1.1,D
0.00023161398239070945,1.9358974726782425,0.04,1.12,D
0.00018061759579731694,1.9358853276150598,0.04,1.14,D
0.0001631738075824135,1.9403918641794156,0.04,1.16,D
0.00020474242447568333,1.940788945209842,0.04,1.18,D
0.00022192338834106334,1.9415538730689577,0.04,1.2,D
0.00019482419372653735,1.9408068447483928,0.04,1.22,D
0.0001909783728055025,1.9399120957164955,0.04,1.24,D
0.00015670378154742894,1.9415736636688785,0.04,1.26,D
0.00021924225404410704,1.9397743027788654,0.04,1.28,D
0.0002398555529352726,1.93974183605386,0.04,1.3,D
0.00018702503225112663,1.9377934137063961,0.04,1.32,D
0.00022709772655647644,1.9421996984241474,0.04,1.34,D
0.00018535755586355856,1.9409335663049037,0.04,1.36,D
0.00017374383708084644,1.9396127125968652,0.04,1.38,D
0.0001846499674189005,1.942970785500916,0.04,1.4,D
0.000260609169189178,1.9374743272272426,0.04,1.42,D
0.00021615925250762874,1.9417215899882272,0.04,1.44,D
0.00029261858743026586,1.9377361429953044,0.04,1.46,D
0.0002543446997430821,1.943733132901022,0.04,1.48,D
0.0002031496400813457,1.9415076288637263,0.04,1.5,D
0.00023023105500403305,1.939151690746595,0.04,1.52,D
0.00021969068379682318,1.9401309489157865,0.04,1.54,D
0.00021928524785592816,1.9435338448698616,0.04,1.56,D
0.0001854270421653326,1.942648676775904,0.04,1.58,D
0.00024113405037921854,1.9441251487525562,0.04,1.6,D
0.00018101465567047837,1.9409540743611355,0.04,1.62,D
0.0002183119380355836,1.9426063844764745,0.04,1.64,D
0.00019853321510389596,1.9390909135075922,0.04,1.66,D
0.00022159999018295557,1.9437956808200687,0.04,1.68,D
0.0002040587669911325,1.9431402131562516,0.04,1.7,D
0.0001919595311262807,1.9411054206255836,0.04,1.72,D
0.00021331101691416277,1.9461301689681336,0.04,1.74,D
0.00019846068543513107,1.9460999382669901,0.04,1.76,D
0.000180390751546004,1.9410586197535478,0.04,1.78,D
0.0002478136352289331,1.9438387744742713,0.04,1.8,D
0.0001913919201093717,1.945115128995399,0.04,1.82,D
0.00020717418348007306,1.9439654009712821,0.04,1.84,D
0.00023021757465160485,1.9432829469894308,0.04,1.86,D
0.00019310998214759026,1.9466147288102333,0.04,1.88,D
0.00020347004773148397,1.9471553251289342,0.04,1.9,D
0.00016364681038903966,1.943785096501659,0.04,1.92,D
0.00017818773978083453,1.9457146033953823,0.04,1.94,D
0.0001662030566743105,1.941963909499629,0.04,1.96,D
0.00021785600442722724,1.9499119616979304,0.04,1.98,D
0.00021800786517753708,1.9416938343141117,0.04,2.0,D
0.00021721411781984814,1.934624360386367,0.06,0.02,D
0.0001720349888350104,1.9333768558868958,0.06,0.04,D
0.0002081832579328479,1.929872552644022,0.06,0.06,D
0.0001800478802099695,1.933771621555416,0.06,0.08,D
0.00018701267156843155,1.9315413637038616,0.06,0.1,D
0.0001674264909024325,1.9326986583523718,0.06,0.12,D
0.00016553948642776295,1.9363836774689156,0.06,0.14,D
0.00018275203027995647,1.9307265909009848,0.06,0.16,D
0.00018973020671598107,1.9402396473076793,0.06,0.18,D
0.00017188854740309855,1.9298634595147504,0.06,0.2,D
0.00017978220625151255,1.9396993375969096,0.06,0.22,D
0.00018563781402282684,1.9290868675528992,0.06,0.24,D
0.00020346335023555833,1.9375508578294576,0.06,0.26,D
0.0002046039493588199,1.9337470811598385,0.06,0.28,D
0.00018885379033468198,1.9327722595059056,0.06,0.3,D
0.00018603052947378497,1.9356564484336096,0.06,0.32,D
0.0001946897470502577,1.938006490350086,0.06,0.34,D
0.00021330143544074856,1.9350823766253713,0.06,0.36,D
0.0001970610720273141,1.9341218296636764,0.06,0.38,D
0.00021994939601020173,1.9352067807589501,0.06,0.4,D
0.00018538650102022537,1.9331240316071105,0.06,0.42,D
0.00019875901031029096,1.9350578128517255,0.06,0.44,D
0.0002095853838379048,1.9345453381081352,0.06,0.46,D
0.00025452619807583707,1.9339175073998338,0.06,0.48,D
0.00023861468316291868,1.9380369864315548,0.06,0.5,D
0.00020942088016414213,1.9360997293898272,0.06,0.52,D
0.00015526044743468617,1.9330969844830557,0.06,0.54,D
0.00015249285771313468,1.9343142774928583,0.06,0.56,D
0.00017015881346545226,1.9378566674820186,0.06,0.58,D
0.0001800545019051725,1.9393348927224419,0.06,0.6,D
0.0001873217092731229,1.9385981473502576,0.06,0.62,D
0.0001923932553097983,1.9321625103753213,0.06,0.64,D
0.0002263555099999869,1.9381666740946442,0.06,0.66,D
0.00019508740644485166,1.9361901206830425,0.06,0.68,D
0.00021430070235338832,1.9353011283257693,0.06,0.7,D
0.00017076367164089572,1.9320877612841199,0.06,0.72,D
0.00019232828718670675,1.9413213411114623,0.06,0.74,D
0.00018869500537583127,1.9352638403146145,0.06,0.76,D
0.00017856026482516952,1.9401280260026392,0.06,0.78,D
0.00018619420110666456,1.9337996169816594,0.06,0.8,D
0.00017540781047687586,1.9378505315031471,0.06,0.82,D
0.0001890854337333862,1.9357094999824664,0.06,0.84,D
0.0002128904984051067,1.943986069587605,0.06,0.86,D
0.00020740099253531376,1.9366212661199347,0.06,0.88,D
0.0001955386937859909,1.94019900220408,0.06,0.9,D
0.0002011529583207759,1.939439719057845,0.06,0.92,D
0.00018941746580837543,1.942435600555184,0.06,0.94,D
0.0001737380507681244,1.936206340795528,0.06,0.96,D
0.00017181838377200277,1.9416405868031172,0.06,0.98,D
0.00017747393798746495,1.9396794736067422,0.06,1.0,D
0.00021308704959906906,1.938947369956145,0.06,1.02,D
0.0002550994789189873,1.9363408420964845,0.06,1.04,D
0.00020075744017419007,1.9417659422893383,0.06,1.06,D
0.00019120054355269722,1.9400568171632577,0.06,1.08,D
0.00018983758372114243,1.9435323859662934,0.06,1.1,D
0.00021815823177920348,1.9364223169404038,0.06,1.12,D
0.00021322388004191831,1.944881947702418,0.06,1.14,D
0.00017381537686836238,1.9350011012000656,0.06,1.16,D
0.00021501404781395516,1.9379088371158641,0.06,1.18,D
0.00020897565466248858,1.9403627908432117,0.06,1.2,D
0.00018292029972197905,1.9420281877837688,0.06,1.22,D
0.0002270534094104654,1.940603503055918,0.06,1.24,D
0.00017433788268823803,1.9382637345836904,0.06,1.26,D
0.00018885152558843096,1.93960578246447,0.06,1.28,D
0.0001771142568980778,1.9412017401705055,0.06,1.3,D
0.0002240338501124139,1.9392256629096267,0.06,1.32,D
0.00021118115368670462,1.9392837515547114,0.06,1.34,D
0.00017057955245842527,1.942393268033593,0.06,1.36,D
0.00017136223941418977,1.944189346161146,0.06,1.38,D
0.00021222246352981536,1.942147550760107,0.06,1.4,D
0.0002744038592988563,1.942888619466788,0.06,1.42,D
0.00022006045342596884,1.943782332957406,0.06,1.44,D
0.00021122115204364833,1.9423327731627134,0.06,1.46,D
0.00018061190445492926,1.942515975067879,0.06,1.48,D
0.00022410333432818115,1.9425233786276888,0.06,1.5,D
0.0001773175110629941,1.9458720471830637,0.06,1.52,D
0.00021395072310851965,1.9417271235366185,0.06,1.54,D
0.0002365874837054646,1.9410648453025028,0.06,1.56,D
0.00019538483596210133,1.9487282762857954,0.06,1.58,D
0.00024449492134578265,1.943430752567015,0.06,1.6,D
0.00021454166371374315,1.9379535966177708,0.06,1.62,D
0.00021733105309081646,1.942735894680612,0.06,1.64,D
0.00019709678803351825,1.9440805860533426,0.06,1.66,D
0.00023779051612271012,1.9450153533220755,0.06,1.68,D
0.00021551773413134803,1.939362089465219,0.06,1.7,D
0.00021126725406376022,1.938613762538188,0.06,1.72,D
0.0001979534146609711,1.9477411064068357,0.06,1.74,D
0.0002749370166159591,1.9412426640895908,0.06,1.76,D
0.00023302799562536984,1.9427057723351342,0.06,1.78,D
0.0002124661993708867,1.943594723663778,0.06,1.8,D
0.00019606631955611,1.9459294753641494,0.06,1.82,D
0.00022269103943205927,1.94180127902033,0.06,1.84,D
0.00020370331689525733,1.9431124226471532,0.06,1.86,D
0.000185442959246826,1.9461752789594577,0.06,1.88,D
0.00020064708812592011,1.9475712981914697,0.06,1.9,D
0.000261841891693575,1.9418376826470298,0.06,1.92,D
0.00018146741678787596,1.9403366973955027,0.06,1.94,D
0.0001578826697062138,1.9473700987256455,0.06,1.96,D
0.00023071441933547978,1.942416618737838,0.06,1.98,D
0.0002093028481327026,1.9425430995717277,0.06,2.0,D
0.00020127166041964678,1.9277997545525807,0.08,0.02,D
0.00020025918827765255,1.929745382694296,0.08,0.04,D
0.00017516324042089656,1.9356598553109747,0.08,0.06,D
0.00022364270825713938,1.9341551796136454,0.08,0.08,D
0.00018875958874894758,1.935468619842826,0.08,0.1,D
0.0001766483520170771,1.9340425206222245,0.08,0.12,D
0.00018719392403302682,1.9296584435487938,0.08,0.14,D
0.00017964107045859309,1.9335967166150703,0.08,0.16,D
0.00017695518770675312,1.9345281123099838,0.08,0.18,D
0.00018416876592013698,1.928772016822917,0.08,0.2,D
0.00017376076037012238,1.932983610966643,0.08,0.22,D
0.00016781702056970044,1.9351032787167548,0.08,0.24,D
0.0001467644802252174,1.9306501002611425,0.08,0.26,D
0.00021470538037099166,1.934012261216482,0.08,0.28,D
0.00021277824700127555,1.9350536334443298,0.08,0.3,D
0.00018382884697853551,1.9334567965614669,0.08,0.32,D
0.00018004736065235118,1.9305283529227513,0.08,0.34,D
0.0002141186787738452,1.9378406231462908,0.08,0.36,D
0.00021213921566141735,1.9313016096716402,0.08,0.38,D
0.00018010887088095197,1.9377019931106818,0.08,0.4,D
0.00020910927105412502,1.9340792624967802,0.08,0.42,D
0.0001918764247982667,1.9394322007262537,0.08,0.44,D
0.0002069262996099414,1.933258329764886,0.08,0.46,D
0.0002172213608370524,1.9377080301706504,0.08,0.48,D
0.00020701320050302372,1.9311769178703755,0.08,0.5,D
0.0002113234461953987,1.9368302429370783,0.08,0.52,D
0.00018371460154527306,1.9339002246678716,0.08,0.54,D
0.0001686097608375297,1.9398543293186543,0.08,0.56,D
0.0001560808927378118,1.939113991228815,0.08,0.58,D
0.00021299492709200244,1.9351779152813986,0.08,0.6,D
0.00018785647789098107,1.9281748584450928,0.08,0.62,D
0.0002097197217885391,1.9315690074265985,0.08,0.64,D
0.00021756413428731817,1.935758342851715,0.08,0.66,D
0.0002363954082384872,1.9360793016890545,0.08,0.68,D
0.00019045589898903918,1.9363279914574125,0.08,0.7,D
0.00017654066945159584,1.9328018610268813,0.08,0.72,D
0.00017150674775384927,1.931021612862576,0.08,0.74,D
0.0002326636059022918,1.9381356035358448,0.08,0.76,D
0.0001854473075639514,1.9372218812684834,0.08,0.78,D
0.00019631293573110463,1.9359442183705213,0.08,0.8,D
0.00019802600598472098,1.9355319862776463,0.08,0.82,D
0.00021177544682672093,1.9396906721298555,0.08,0.84,D
0.00020219717928017205,1.932157682705523,0.08,0.86,D
0.00021496557035527363,1.9377330951237095,0.08,0.88,D
0.0001870651346730662,1.9381863133037212,0.08,0.9,D
0.00018067884129958678,1.939388358746993,0.08,0.92,D
0.0001844237381342678,1.9373272770458572,0.08,0.94,D
0.0001829771006891007,1.942557834994373,0.08,0.96,D
0.00017677898640209251,1.933975126379429,0.08,0.98,D
0.00015109439406326067,1.9382077433378564,0.08,1.0,D
