D,LNGL,samplesize
0.24719983072444973,0.11229137307667109,100
0.2397818449389012,0.1296676761090382,100
0.23933514274399909,0.08576871174922963,100
0.2362959107585887,0.05223223975702256,100
0.24035606997227799,0.10768340150670218,100
0.24000227096350435,0.07522554285684535,100
0.24190438579216395,0.10863226064616562,100
0.24502028398569584,0.1518406724561955,100
0.24605732609782693,0.1199235085940809,100
0.23803404321592858,0.23203876983714822,100
0.2467290203974212,0.11507030742504146,100
0.24365686624206162,0.1136822381449897,100
0.23979409919965144,0.07483781933286512,100
0.23969461676057618,0.0619198994905069,100
0.2317280256175931,0.07705782118356302,100
0.23873475107517866,0.07267688558669347,100
0.2464848754924307,0.12321320800703603,100
0.24313152191760337,0.04607860054263679,100
0.2281242728121804,0.07505306099527727,100
0.24379139688692827,0.10456749981626506,100
0.2313127496158432,0.055805032504100426,100
0.2420659213391955,0.0826584142434252,100
0.2365811746916963,0.061753848395010885,100
0.24139871194055285,0.20096790083489774,100
0.24199129966999564,0.07599548002313672,100
0.23816691681357705,0.06719319105491448,100
0.24326176472073163,0.14316424944903144,100
0.2280998416955735,0.08831706339349146,100
0.2473051129446743,0.17172858315816894,100
0.2430575506351355,0.08120155552663426,100
0.23318893491319986,0.12848552761025653,100
0.23170977925229286,0.03531541043364418,100
0.23963499683034187,0.046947174395598305,100
0.24124573140722597,0.08067748349843433,100
0.23880379446993846,0.08541083831054724,100
0.24166718250670438,0.09976137462097152,100
0.2353623675468615,0.04252620068430109,100
0.2334460428044625,0.17084251616007398,100
0.23602349640707915,0.07357196539265098,100
0.23505912572557294,0.08737845177946858,100
0.2363147185904935,0.04620150388987337,100
0.23905737761391882,0.10530067403055984,100
0.24157580832061545,0.12129203900219271,100
0.2370799989735871,0.1321113616536698,100
0.24191398959698968,0.1227960798109092,100
0.23991716774112706,0.18560831053819402,100
0.2375813970159967,0.042778186590177535,100
0.24555086826776892,0.1279665091634427,100
0.23869942926980356,0.12109648412274046,100
0.2446343386297491,0.17171593503305077,100
0.23244134545875242,0.08992523643739894,100
0.23942859070557224,0.07617793269574265,100
0.24559646420292802,0.22832672859049088,100
0.23419792347284907,0.057532565009573,100
0.24189466235434162,0.07644228491851063,100
0.24265479989945013,0.1643936142718085,100
0.2382996504995264,0.07478322448281384,100
0.24049154661121533,0.0396633001817935,100
0.23510860729938426,0.045994370115187824,100
0.2372674427818479,0.08194663998347446,100
0.2445417526191317,0.11932154537845126,100
0.23498857600948533,0.13011531910682142,100
0.24424412261983597,0.07557311971241652,100
0.232644839093949,0.1295642548714096,100
0.24337711863076092,0.048768721626998836,100
0.2422718969430961,0.13806789215955548,100
0.24302013603683098,0.1306765377766684,100
0.24370580564199565,0.08798842988938115,100
0.23128019693875515,0.06676866418720309,100
0.2426370966145041,0.12220153089178612,100
0.23474502835531688,0.07608186748534887,100
0.23851543986618967,0.08875089015401079,100
0.24116426846060857,0.1791649982321921,100
0.23822948323216128,0.0434383710161286,100
0.2206374140544858,0.043039667442156995,100
0.23575516978715505,0.07360661401933107,100
0.24154755754215673,0.10865702710786816,100
0.2450598393227506,0.19727315124808337,100
0.24023631153560465,0.05831195469371607,100
0.24094789745915043,0.18338374636577917,100
0.23295601110929348,0.05038902114528712,100
0.231937578153317,0.08496734161651394,100
0.24742553091900676,0.08696818777419808,100
0.236923947346047,0.11460871614022057,100
0.2383586680641554,0.10354465375730797,100
0.24346173144730648,0.1228798090334626,100
0.23491737405696506,0.04617402584771212,100
0.24553342183657514,0.1816676056435566,100
0.2408719665467,0.04586507996042955,100
0.2476922916050035,0.11237720146134207,100
0.23195942425926894,0.06125036577359286,100
0.23743797338786032,0.06376280596511413,100
0.24090005541190246,0.18168548120726893,100
0.24032149798134245,0.13202557436530823,100
0.23767549505777977,0.0642033654492491,100
0.2409809448644526,0.05787875641120836,100
0.2428446209980341,0.06989826001932048,100
0.24069548381781905,0.07139711256639901,100
0.23068408049820743,0.07643750317079813,100
0.23515666362705576,0.08628254533273497,100
0.21470411937514217,0.0469412967407507,250
0.21972824762483634,0.07792282437611418,250
0.22205073136962644,0.07423116615160563,250
0.22271568775891779,0.140842124881018,250
0.2259501562158548,0.14249089093342937,250
0.22886879861888382,0.056651790382169234,250
0.23337980308679496,0.11087971681070215,250
0.2194022139277655,0.10127104435664551,250
0.22693759373939146,0.11353079321348,250
0.22660787620312695,0.08961600474343415,250
0.22329569405518349,0.057210824512747144,250
0.22570438404638044,0.05065938313595046,250
0.23047855937602607,0.12140173564163513,250
0.2065257531283115,0.05353495494202753,250
0.2189407296069979,0.04243972021553734,250
0.21551673513386854,0.05939291410754479,250
0.22750401354868707,0.08108255349315878,250
0.223161737651932,0.08936605959146167,250
0.21861008581778635,0.08173131360618234,250
0.2315556960472121,0.08781781929409885,250
0.19667209065576066,0.08827523331498746,250
0.23165938275365028,0.11809373137752821,250
0.22510495399052075,0.05385424074258868,250
0.2216244101800804,0.05929309896315053,250
0.2071814455911306,0.07069024196092648,250
0.22734401029036236,0.08239174648410949,250
0.22901289926666377,0.04096154642028334,250
0.23457115190514607,0.11087035981843489,250
0.2126994366111024,0.06462559902266768,250
0.2279942048491613,0.06321398082544853,250
0.22800663088509418,0.07099909535550356,250
0.22194535359926537,0.040030835594625204,250
0.22507582974341217,0.13270982674192563,250
0.21969955131029967,0.05898761821884149,250
0.2203545120361692,0.07517705489786518,250
0.22463674164379654,0.039954227529603724,250
0.2221044316995252,0.05042675323083581,250
0.21198418335738953,0.11226600175152665,250
0.22913105803537176,0.08524190868104578,250
0.21354587793991234,0.04173626326749118,250
0.22483246475876964,0.0786361258263323,250
0.21081602937098373,0.0565472395212876,250
0.21901157345060984,0.061113643344081175,250
0.22674657012232532,0.05315844071405699,250
0.228723507474755,0.062158753227301126,250
0.2326417456940722,0.11376208571267435,250
0.22564833936265727,0.0471476610618656,250
0.22935424913491007,0.07071150195845478,250
0.2213134112623078,0.035936440158177735,250
0.2197659199551913,0.03519195554337887,250
0.22200757585897277,0.0851548197488131,250
0.2185250113611063,0.05182327238217744,250
0.22713574530021008,0.04548570562488973,250
0.21178339975885754,0.06074310231423169,250
0.2292197623227617,0.14609326676363255,250
0.23275010940369487,0.10551289746931526,250
0.23107348286634188,0.10534686427962998,250
0.22728734313413587,0.1060929545262748,250
0.2126103038330079,0.06593963254508191,250
0.2399106002350569,0.10151938439758912,250
0.23161587183604912,0.15080809684233343,250
0.2239817358249,0.07530823904045247,250
0.20932145154087148,0.046083527896795186,250
0.2180959857880608,0.06283237727888609,250
0.2349258959164396,0.10506020233566228,250
0.23200319636832634,0.06556920340495169,250
0.23196980832047373,0.10219895951697588,250
0.21360426251967266,0.058265897581748216,250
0.21706450553401482,0.06484003563367462,250
0.23321610016990543,0.1193321079732394,250
0.21554122326797562,0.040620094059719704,250
0.22947487327897725,0.09792545382761658,250
0.21881463322366995,0.07444875711819396,250
0.23373326260731403,0.17189071213574475,250
