D,LNGL,samplesize
0.22067951181845682,0.04968362725786872,250
0.23004561404593393,0.10882111868710952,250
0.22575205985869726,0.09910227174348046,250
0.21475506408125594,0.05724414797257821,250
0.2072936018066586,0.04587448943063453,250
0.22182833663427073,0.10946770534512594,250
0.21849496272184427,0.07318887456270393,250
0.22102495832797364,0.05497238514377616,250
0.20845614353550868,0.06055883891728754,250
0.22570860494203254,0.06791921015560978,250
0.21682755123811764,0.051646645003779475,250
0.2240432807569254,0.07416754737247158,250
0.2279078692943821,0.1037164945177238,250
0.2174037186080504,0.07206478101232039,250
0.2163094926247092,0.062477854965555926,250
0.23196157834575384,0.05325438663284398,250
0.2119830750912009,0.048097353863622704,250
0.2198072516902442,0.09273990831190501,250
0.22132154237175444,0.07243210407401156,250
0.2218425472960767,0.09509557070001935,250
0.22056801140792318,0.07813848558100432,250
0.22652526438471682,0.1164506225039381,250
0.21920258562516012,0.03955681567588617,250
0.21346071342526218,0.07672363212186292,250
0.22798182200148254,0.06616961140816843,250
0.22841530231543086,0.09913026978680017,250
0.20229860816657103,0.07938296424725357,500
0.20649956403338585,0.12306502379398948,500
0.1908536851659007,0.08168652205875646,500
0.18774895764513613,0.08500955393173401,500
0.20608104826680995,0.07349227344767044,500
0.2036351140960186,0.0652888760479899,500
0.19439994693294171,0.07270343648372228,500
0.18489896409521697,0.047817105584423404,500
0.20422182203981593,0.05997240249953526,500
0.20593689188519834,0.07297097736931371,500
0.19607267165970813,0.13821837894666678,500
0.20503260014566124,0.037949701047478475,500
0.1909152880039067,0.049754024697650424,500
0.20755619988895158,0.0786976344614049,500
0.18942042685264487,0.04237734050985141,500
0.21842073659333505,0.03566367961797327,500
0.18964001676061845,0.06484391917965536,500
0.1987387708536694,0.035165499933957935,500
0.19597299284801395,0.07269418612379663,500
0.18579554909272628,0.03539124566169907,500
0.18825699019835201,0.04887572690605347,500
0.18355435703821124,0.062002896963291,500
0.2050793642375963,0.035042537733168,500
0.18324567820099888,0.0735975432524721,500
0.19305652232913603,0.13784926331755099,500
0.2010622249366838,0.0799688651892909,500
0.20058753146450634,0.09382373889873408,500
0.2046388093208641,0.03989159750035357,500
0.20007491771424418,0.06345416593655667,500
0.2093010513978521,0.06361245761377995,500
0.18527351895095154,0.03425325276004028,500
0.1596200821740943,0.05944757617168362,500
0.20886824908995957,0.05802873343630332,500
0.20520901364502514,0.04013249787826204,500
0.18120784162777578,0.08632672205690096,500
0.18490790330461038,0.05154507348637374,500
0.20798133994852702,0.07071770716567964,500
0.20582612410264048,0.051290220095678296,500
0.19200979602530097,0.037260887752814525,500
0.19576738825932294,0.05914464166507093,500
0.20034503179807164,0.04254649349465414,500
0.1904054272762455,0.04542670663737635,500
0.18831845605093248,0.06931064367870553,500
0.21518749466495163,0.08080345693159766,500
0.20823370677871544,0.041035899220566455,500
0.2004543716718069,0.059487657103747815,500
0.20491220762932347,0.047436722121513814,500
0.17509446449097726,0.0429729606299191,500
0.19548732727487525,0.02825352521564544,500
0.19844565053140314,0.06053807275416734,500
0.2034534231249637,0.06448415324933393,500
0.2045192792998156,0.06179428932007887,500
0.20215088657793623,0.04698225028263553,500
0.20937483900012738,0.048801497091435525,500
0.21780903556951506,0.05541387823133696,500
0.1932641218546457,0.035567283447886275,500
0.20148799125938013,0.03892919353636492,500
0.20907538189529254,0.029754110368139294,500
0.21007409565988985,0.0799064896478884,500
0.20681379862684415,0.06221639187446593,500
0.19237221290651838,0.028838603180138003,500
0.17705095763448522,0.06983809486431332,500
0.19812586611779529,0.08317961375176433,500
0.18336469044713408,0.04322053056586159,500
0.19560892854720305,0.03895130774838927,500
0.20919935466752596,0.04082642434904525,500
0.20091005730105002,0.037790978403216956,500
0.18692006877986017,0.037443470364944054,500
0.198704575217107,0.03419842579213198,500
0.19751762118085314,0.036299227120268146,500
0.18036196693189002,0.051163947639590285,500
0.18339282254072067,0.06993687586319665,500
0.20437104278073914,0.06046817415397537,500
0.21836177943649476,0.12972555119801635,500
0.16664604020577573,0.05235513268855641,500
0.19210555166248025,0.07238814229060626,500
0.18084664858563113,0.03634090643544644,500
0.20019811787119296,0.06003900583513659,500
0.19167032911915957,0.03928628585339614,500
0.20924989103030614,0.11846100148523055,500
0.20977011688262942,0.06165357915404531,500
0.19832409678742519,0.041024906410220406,500
0.19940293735596032,0.07811921236942719,500
0.1587344376397628,0.09054588445456022,500
0.17691902521910252,0.0439784619737942,500
0.21295768532743092,0.10309224281384954,500
0.2061937699868845,0.06033958460892511,500
0.19841264310302736,0.03561763412529192,500
0.1965417334961035,0.04016174201504908,500
0.175754228147629,0.0618115126186548,500
0.2045521458484943,0.153577317607865,500
0.19966772107290162,0.07271911353546333,500
0.2029164061706055,0.045055782575775964,500
0.18871691443571337,0.050523550972960025,500
0.1968867398169947,0.056492089966281946,500
0.20527820021074794,0.04489475157709486,500
0.18040907539039966,0.047720624356523814,500
0.20375091998269382,0.08796710628822865,500
0.19843410774116185,0.05292237932307584,500
0.18349761117214725,0.051414374507369714,500
