pest,ptrue,x,y
0.0036394943416813005,0.0007750000000000002,0.1,0.2
0.006552974438959804,0.0022750000000000005,0.1,0.4
0.005772551912947476,0.003774999999999999,0.1,0.6
0.0055429018820308176,0.005275000000000004,0.1,0.8
0.007888190522389992,0.006774999999999996,0.1,1.0
0.009855754210798925,0.008274999999999998,0.1,1.2
0.0077464007561684626,0.009775000000000002,0.1,1.4
0.007215846830616665,0.011275000000000007,0.1,1.6
0.008927161673424095,0.012775000000000002,0.1,1.8
0.011344688514738287,0.014275000000000003,0.1,2.0
0.0027489805355141415,0.0009250000000000004,0.2,0.2
0.004922897678558933,0.0024250000000000005,0.2,0.4
0.0050830310608261774,0.003924999999999998,0.2,0.6
0.00432718223769204,0.0054250000000000045,0.2,0.8
0.006768155439436885,0.006924999999999997,0.2,1.0
0.009273685358484881,0.008425000000000002,0.2,1.2
0.007206067891018407,0.009924999999999993,0.2,1.4
0.007498103927402199,0.011425000000000018,0.2,1.6
0.008764319826008955,0.012925000000000013,0.2,1.8
0.010194926058876275,0.014424999999999986,0.2,2.0
0.003048173445541413,0.001225,0.3,0.2
0.0044402791660400134,0.0027250000000000004,0.3,0.4
0.004637341459141893,0.004225000000000001,0.3,0.6
0.003983290819162206,0.0057249999999999975,0.3,0.8
0.006824877979745226,0.007224999999999999,0.3,1.0
0.00947689414375118,0.008725000000000004,0.3,1.2
0.008132420185564091,0.01022499999999997,0.3,1.4
0.009046634810802485,0.011725000000000041,0.3,1.6
0.010141203106790758,0.013224999999999945,0.3,1.8
0.016421481377311965,0.01472500000000003,0.3,2.0
0.002490431865736524,0.0016750000000000003,0.4,0.2
0.003940838893866166,0.003175000000000004,0.4,0.4
0.004600935547009057,0.004674999999999999,0.4,0.6
0.004116909292283944,0.00617500000000001,0.4,0.8
0.00685092306346199,0.007674999999999994,0.4,1.0
0.008340299705876034,0.009174999999999989,0.4,1.2
0.007751530092750819,0.010675000000000018,0.4,1.4
0.009415864808063647,0.012174999999999991,0.4,1.6
0.012241156771595174,0.013675000000000076,0.4,1.8
0.020024364334368567,0.01517499999999991,0.4,2.0
0.0021803132158545154,0.0022749999999999992,0.5,0.2
0.003324119465303038,0.003774999999999998,0.5,0.4
0.0037390746399703755,0.0052749999999999984,0.5,0.6
0.004091568701504389,0.006774999999999996,0.5,0.8
0.006779679117886759,0.008275000000000005,0.5,1.0
0.007779825647775362,0.009775000000000006,0.5,1.2
0.010042081598125764,0.011274999999999966,0.5,1.4
0.015588260301610058,0.012775000000000009,0.5,1.6
0.017589720142184267,0.014274999999999982,0.5,1.8
0.024496962788275865,0.01577500000000004,0.5,2.0
0.00299489863904986,0.0030250000000000008,0.6,0.2
0.003993602551961779,0.004524999999999999,0.6,0.4
0.004279255900609555,0.006025000000000003,0.6,0.6
0.005336794666115431,0.007525000000000004,0.6,0.8
0.007612607199120834,0.009025000000000005,0.6,1.0
0.007960086983862084,0.010524999999999979,0.6,1.2
0.01419088581345505,0.012025000000000036,0.6,1.4
0.018585803902313583,0.01352500000000001,0.6,1.6
0.023145941518934707,0.0150249999999999,0.6,1.8
0.021863161237283133,0.016525000000000067,0.6,2.0
0.004079540772222106,0.003924999999999996,0.7,0.2
0.0051173016676640355,0.0054249999999999975,0.7,0.4
0.005541569119328942,0.006925000000000004,0.7,0.6
0.006051533523897753,0.008424999999999988,0.7,0.8
0.008027708644021936,0.009924999999999976,0.7,1.0
0.00852675802465181,0.011425000000000046,0.7,1.2
0.01799525592576693,0.012924999999999937,0.7,1.4
0.021820652693559678,0.014425000000000077,0.7,1.6
0.018444547727508233,0.01592499999999991,0.7,1.8
0.01900643658680232,0.01742499999999997,0.7,2.0
0.004770583947573069,0.004975000000000007,0.8,0.2
0.006174942743141935,0.0064750000000000085,0.8,0.4
0.006136538069156652,0.007974999999999996,0.8,0.6
0.007981133698181495,0.009475000000000011,0.8,0.8
0.009121474683867136,0.010975000000000026,0.8,1.0
0.00962694208676923,0.012474999999999958,0.8,1.2
0.019806396055651695,0.013975000000000015,0.8,1.4
0.022662889154586755,0.015475000000000072,0.8,1.6
0.019391764880313956,0.016975000000000184,0.8,1.8
0.019450726012721194,0.018474999999999908,0.8,2.0
0.005673564700595033,0.006175,0.9,0.2
0.0074786466930713575,0.007674999999999994,0.9,0.4
0.007494817581876207,0.009174999999999996,0.9,0.6
0.008791860129612063,0.010675000000000018,0.9,0.8
0.008630705778653902,0.012174999999999991,0.9,1.0
0.00945977444708913,0.013674999999999993,0.9,1.2
0.014133115307879812,0.01517500000000005,0.9,1.4
0.01740169952835524,0.016674999999999884,0.9,1.6
0.01830830989600656,0.01817499999999994,0.9,1.8
0.022587027836141853,0.01967500000000011,0.9,2.0
0.0065617580839118774,0.007524999999999997,1.0,0.2
0.007928525740501981,0.009024999999999998,1.0,0.4
0.008659184567682617,0.01052500000000002,1.0,0.6
0.012134570865305066,0.012024999999999952,1.0,0.8
0.010414661475843048,0.01352500000000001,1.0,1.0
0.009727985311717952,0.015024999999999955,1.0,1.2
0.011041158579949356,0.016525000000000067,1.0,1.4
0.021861547144538335,0.018024999999999958,1.0,1.6
0.02278556942414282,0.019525000000000015,1.0,1.8
0.026417010892104683,0.02102499999999996,1.0,2.0
