pest,ptrue,x,y
0.000682969029815642,0.0007750000000000002,0.1,0.2
0.0009423474125534136,0.0022750000000000005,0.1,0.4
0.0011055867760212607,0.003774999999999999,0.1,0.6
0.0013800039683600973,0.005275000000000004,0.1,0.8
0.001996046725372235,0.006774999999999996,0.1,1.0
0.0067061493810599586,0.008274999999999998,0.1,1.2
0.007946654287495273,0.009775000000000002,0.1,1.4
0.0015231763706108725,0.011275000000000007,0.1,1.6
0.0007788892542677775,0.012775000000000002,0.1,1.8
0.00834852742821164,0.014275000000000003,0.1,2.0
0.011979322573304974,0.0009250000000000004,0.2,0.2
0.007115641712621017,0.0024250000000000005,0.2,0.4
0.004124818130285338,0.003924999999999998,0.2,0.6
0.0016053483486576183,0.0054250000000000045,0.2,0.8
0.0036283945044360893,0.006924999999999997,0.2,1.0
0.005443206890940401,0.008425000000000002,0.2,1.2
0.0021612239512317543,0.009924999999999993,0.2,1.4
0.01134925380182729,0.011425000000000018,0.2,1.6
0.007010896706365366,0.012925000000000013,0.2,1.8
0.016679944137365253,0.014424999999999986,0.2,2.0
0.003374294177610038,0.001225,0.3,0.2
0.0032797894216339348,0.0027250000000000004,0.3,0.4
0.00656299992211709,0.004225000000000001,0.3,0.6
0.011674798902706942,0.0057249999999999975,0.3,0.8
0.0027312760647584308,0.007224999999999999,0.3,1.0
0.005329337632123303,0.008725000000000004,0.3,1.2
0.0031736946470216996,0.01022499999999997,0.3,1.4
0.0019661263313892102,0.011725000000000041,0.3,1.6
0.0011485751495422098,0.013224999999999945,0.3,1.8
0.005247689681754229,0.01472500000000003,0.3,2.0
0.003360627027718721,0.0016750000000000003,0.4,0.2
0.005121546410168896,0.003175000000000004,0.4,0.4
0.0008551765430361795,0.004674999999999999,0.4,0.6
0.001161202321221826,0.00617500000000001,0.4,0.8
0.00169173020825055,0.007674999999999994,0.4,1.0
0.0029512484317679383,0.009174999999999989,0.4,1.2
0.003995130824523337,0.010675000000000018,0.4,1.4
0.006143679813455915,0.012174999999999991,0.4,1.6
0.016191848983221905,0.013675000000000076,0.4,1.8
0.057367762712548155,0.01517499999999991,0.4,2.0
0.007526399084352796,0.0022749999999999992,0.5,0.2
0.022837172137170136,0.003774999999999998,0.5,0.4
0.0038196991320353472,0.0052749999999999984,0.5,0.6
0.004999350241539177,0.006774999999999996,0.5,0.8
0.006610641206798424,0.008275000000000005,0.5,1.0
0.002470389460217461,0.009775000000000006,0.5,1.2
0.00308076083701648,0.011274999999999966,0.5,1.4
0.008065644414971393,0.012775000000000009,0.5,1.6
0.0032713254859467523,0.014274999999999982,0.5,1.8
0.006509477807771617,0.01577500000000004,0.5,2.0
0.010952358072363144,0.0030250000000000008,0.6,0.2
0.030109970781437446,0.004524999999999999,0.6,0.4
0.005712132602651019,0.006025000000000003,0.6,0.6
0.009495171356558118,0.007525000000000004,0.6,0.8
0.0019534625713757453,0.009025000000000005,0.6,1.0
0.0018340229119397364,0.010524999999999979,0.6,1.2
0.0027238333771180297,0.012025000000000036,0.6,1.4
0.002387192269090385,0.01352500000000001,0.6,1.6
0.006565854490961266,0.0150249999999999,0.6,1.8
0.003574674599151796,0.016525000000000067,0.6,2.0
0.00741591006500175,0.003924999999999996,0.7,0.2
0.006910147746681178,0.0054249999999999975,0.7,0.4
0.0032866496280951813,0.006925000000000004,0.7,0.6
0.0031982522483527684,0.008424999999999988,0.7,0.8
0.00632410360269409,0.009924999999999976,0.7,1.0
0.005024949520500328,0.011425000000000046,0.7,1.2
0.003071358500100087,0.012924999999999937,0.7,1.4
0.09704898589348816,0.014425000000000077,0.7,1.6
0.0032749366555501597,0.01592499999999991,0.7,1.8
0.0016784033818092131,0.01742499999999997,0.7,2.0
0.00868759999439911,0.004975000000000007,0.8,0.2
0.007647163062146496,0.0064750000000000085,0.8,0.4
0.019484462037410197,0.007974999999999996,0.8,0.6
0.007160122114029559,0.009475000000000011,0.8,0.8
0.013194591261054274,0.010975000000000026,0.8,1.0
0.0033253967857000944,0.012474999999999958,0.8,1.2
0.03536582154379572,0.013975000000000015,0.8,1.4
0.026513050391776653,0.015475000000000072,0.8,1.6
0.007410537608669255,0.016975000000000184,0.8,1.8
0.0216768547765614,0.018474999999999908,0.8,2.0
0.006277762197551677,0.006175,0.9,0.2
0.0024691589573719286,0.007674999999999994,0.9,0.4
0.008847792732261387,0.009174999999999996,0.9,0.6
0.017812778707960646,0.010675000000000018,0.9,0.8
0.034202098796075414,0.012174999999999991,0.9,1.0
0.03495787164020163,0.013674999999999993,0.9,1.2
0.006281285731108772,0.01517500000000005,0.9,1.4
0.00791637756080553,0.016674999999999884,0.9,1.6
0.010007990422586094,0.01817499999999994,0.9,1.8
0.007955512892071486,0.01967500000000011,0.9,2.0
0.0022597210599605284,0.007524999999999997,1.0,0.2
0.0029596694784727413,0.009024999999999998,1.0,0.4
0.027882358979715357,0.01052500000000002,1.0,0.6
0.013972757336106954,0.012024999999999952,1.0,0.8
0.06645577864708137,0.01352500000000001,1.0,1.0
0.012394139298655488,0.015024999999999955,1.0,1.2
0.009768231063214195,0.016525000000000067,1.0,1.4
0.01674509791122874,0.018024999999999958,1.0,1.6
0.011764016386544531,0.019525000000000015,1.0,1.8
0.021033833945369732,0.02102499999999996,1.0,2.0
